id,kind,src,video,poem,type,work,title,prompt
P022,video,MARKOV_POET_00/thumbnails/20250719_052921_db9c23a4_720p_5s_silent_poet_is_currently_in_a_state_of_you_fall.jpg,MARKOV_POET_00/videos/20250719_052921_db9c23a4_720p_5s_silent_poet_is_currently_in_a_state_of_you_fall.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P022 · 720p 5s,"POET is currently in a state of You_Falling (Engaging EX) at Dim Bedroom. Key goals include: Escape Stagnant Reality, Find Connection (with EX), Reclaim Emotional Core and Agency, Manifest a New Reality (Atlantis/Temple), Integrate Past Relationships (EX, Mother, Father), Achieve Personal Autonomy, Embrace Cyclical Impermanence, Understand the Cyclical Nature of Existence. A major shift, Subjective Frame Recalibration, is transforming the experience, leading to "": Disoriented""."
P023,video,MARKOV_POET_00/thumbnails/20250719_053713_c3da8350_720p_5s_silent_timestamp_000103_image_path_usersgaiares.jpg,MARKOV_POET_00/videos/20250719_053713_c3da8350_720p_5s_silent_timestamp_000103_image_path_usersgaiares.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P023 · 720p 5s,"""timestamp"": ""00:01:03"",
          ""image_path"": ""/Users/gaia/resurrecting atlantis/CAT/WHISKER/WGY004_PI__Subjective_Frame_Recalibration__A_televi_c6143380-89c4-4c46-b3b0-cf6ee0b53735_0.png"",
          ""id"": ""WGY004"",
          ""poem"": ""WHERE YOU GO WHEN YOU LEAVE PART 2"",
          ""imageType"": ""Perception-Image"",
          ""syntagmaType"": ""Descriptive Syntagma (DS)"",
          ""content"": ""TV displays images of world's chaos."",
          ""cineosisFunction"": ""Subjective Frame Recalibration"",
          ""operativeEkphrasis"": ""A television screen cycles through rapid, chaotic world events."",
          ""styleConditioning"": ""Photo-realistic, close-up on TV screen, montage of war, protests, natural disasters, flickering chaotic imagery, desaturated tones."",
          ""full_prompt"": ""PI · Subjective Frame Recalibration · A television screen cycles through rapid, chaotic world events · Photo-realistic, close-up on TV screen, montage of war, protests, natural disasters, flickering chaotic imagery, desaturated tones.""
        },"
P024,video,MARKOV_POET_00/thumbnails/20250719_054051_98f0499c_720p_5s_silent_overhead_drone_shot_of_poet_in_an_unknow.jpg,MARKOV_POET_00/videos/20250719_054051_98f0499c_720p_5s_silent_overhead_drone_shot_of_poet_in_an_unknow.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P024 · 720p 5s,"Overhead drone shot of POET in an unknown space - External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger.. Focus on the visual impact of: Subjective Frame Recalibration. The scene's ambiance is Pastel sunrise palette with a Lo-fi VHS aesthetic style. Use Smooth drone shot, framed as an asymmetrical composition, aspect ratio 9:16. Add flavor: like digital echoes."
P025,video,MARKOV_POET_00/thumbnails/20250719_054102_234d5fdb_720p_5s_silent_overhead_drone_shot_of_poet_in_an_unknow.jpg,MARKOV_POET_00/videos/20250719_054102_234d5fdb_720p_5s_silent_overhead_drone_shot_of_poet_in_an_unknow.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P025 · 720p 5s,"Overhead drone shot of POET in an unknown space - External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger.. Focus on the visual impact of: Subjective Frame Recalibration. The scene's ambiance is Pastel sunrise palette with a Lo-fi VHS aesthetic style. Use Smooth drone shot, framed as an asymmetrical composition, aspect ratio 9:16. Add flavor: like digital echoes."
P026,video,MARKOV_POET_00/thumbnails/20250719_055238_67bef226_720p_5s_silent_full_prompt_cs_causal_motion_trigger_ex.jpg,MARKOV_POET_00/videos/20250719_055238_67bef226_720p_5s_silent_full_prompt_cs_causal_motion_trigger_ex.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P026 · 720p 5s,"""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop."""
P027,video,MARKOV_POET_00/thumbnails/20250719_055329_ebe2426d_720p_9s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250719_055329_ebe2426d_720p_9s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P027 · 720p 5s,(no prompt recorded — the stem is all there is: 20250719_055329_ebe2426d_720p_9s_silent_interpolated_sequence)
P028,video,MARKOV_POET_00/thumbnails/20250719_055841_67e5b1cb_1080p_21s_silent_full_prompt_ds_mood_environment_stabiliz.jpg,MARKOV_POET_00/videos/20250719_055841_67e5b1cb_1080p_21s_silent_full_prompt_ds_mood_environment_stabiliz.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P028 · 1080p 5s,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },"
P029,video,MARKOV_POET_00/thumbnails/20250719_060209_349b41ba_720p_9s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250719_060209_349b41ba_720p_9s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P029 · 720p 5s,(no prompt recorded — the stem is all there is: 20250719_060209_349b41ba_720p_9s_silent_interpolated_sequence)
P030,video,MARKOV_POET_00/thumbnails/20250719_060638_445aad93_720p_25s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250719_060638_445aad93_720p_25s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P030 · 720p 5s,(no prompt recorded — the stem is all there is: 20250719_060638_445aad93_720p_25s_silent_interpolated_sequence)
P031,video,MARKOV_POET_00/thumbnails/20250719_061551_bbcdf587_720p_32s_silent_id_poet_type_character_name_poet_traits.jpg,MARKOV_POET_00/videos/20250719_061551_bbcdf587_720p_32s_silent_id_poet_type_character_name_poet_traits.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P031 · 720p 5s,"[
  {
    ""id"": ""POET"",
    ""type"": ""Character"",
    ""name"": ""POET"",
    ""traits"": [
      ""Protagonist"",
      ""Ego-Proxy"",
      ""Transformer"",
      ""Creator"",
      ""Observer""
    ]
  },
  {
    ""id"": ""EX"",
    ""type"": ""Character"",
    ""name"": ""EX"",
    ""traits"": [
      ""Antagonist-or-Catalyst"",
      ""Unreachable"",
      ""Elusive"",
      ""Shadow-Projection"",
      ""Past-Attachment""
    ]
  },
  {
    ""id"": ""TV_CHAOS"",
    ""type"": ""Object"",
    ""name"": ""Television Screen"",
    ""traits"": [
      ""Source-of-External-Chaos"",
      ""Reflection-of-Inner-Disorder""
    ]
  },
  {
    ""id"": ""VAPE_HAZE"",
    ""type"": ""Concept"",
    ""name"": ""Vape Haze"",
    ""traits"": [
      ""Blurring-Agent"",
      ""Obscuring-Perception"",
      ""Symbol-of-Detachment""
    ]
  }
]"
P032,video,MARKOV_POET_00/thumbnails/20250719_064121_4c1980ee_720p_29s_silent_full_prompt_ds_mood_environment_stabiliz.jpg,MARKOV_POET_00/videos/20250719_064121_4c1980ee_720p_29s_silent_full_prompt_ds_mood_environment_stabiliz.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P032 · 720p 5s,full prompt    ds
P033,video,MARKOV_POET_00/thumbnails/20250719_065420_a1e1a8ae_720p_29s_silent_full_prompt_ds_mood_environment_stabiliz.jpg,MARKOV_POET_00/videos/20250719_065420_a1e1a8ae_720p_29s_silent_full_prompt_ds_mood_environment_stabiliz.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P033 · 720p 5s,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },"
P034,video,MARKOV_POET_00/thumbnails/20250719_070045_a9a29752_720p_29s_silent_full_prompt_ds_mood_environment_stabiliz.jpg,MARKOV_POET_00/videos/20250719_070045_a9a29752_720p_29s_silent_full_prompt_ds_mood_environment_stabiliz.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P034 · 720p 5s,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },"
P035,video,MARKOV_POET_00/thumbnails/20250719_071736_b3ac7019_720p_33s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250719_071736_b3ac7019_720p_33s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P035 · 720p 5s,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },"
P036,video,MARKOV_POET_00/thumbnails/20250719_071953_5b9ec655_720p_13s_silent_poet_is_currently_in_a_state_of_you_fall.jpg,MARKOV_POET_00/videos/20250719_071953_5b9ec655_720p_13s_silent_poet_is_currently_in_a_state_of_you_fall.mp4,01 OUT OF LIFE,bedroom fog gesture,MARKOV_POET_00,P036 · 720p 5s,"POET is currently in a state of You_Falling (Engaging EX) at Inky Abyss. Key goals include: Escape Stagnant Reality, Find Connection (with EX), Reclaim Emotional Core and Agency, Manifest a New Reality (Atlantis/Temple), Integrate Past Relationships (EX, Mother, Father), Achieve Personal Autonomy, Embrace Cyclical Impermanence, Understand the Cyclical Nature of Existence. A major shift, Descent Initiated, is transforming the experience, leading to "": You_Falling""."
P037,video,MARKOV_POET_00/thumbnails/20250719_073404_4cfa729a_720p_5s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250719_073404_4cfa729a_720p_5s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P037 · 720p 5s,(no prompt recorded — the stem is all there is: 20250719_073404_4cfa729a_720p_5s_silent_interpolated_sequence)
P038,video,MARKOV_POET_00/thumbnails/20250719_073830_8aff03e4_720p_13s_silent_here_in_inky_abyss_a_new_chapter_begins.jpg,MARKOV_POET_00/videos/20250719_073830_8aff03e4_720p_13s_silent_here_in_inky_abyss_a_new_chapter_begins.mp4,"09 YET, HEARD",rooftop steam alley,MARKOV_POET_00,P038 · 720p 5s,"Here in Inky Abyss, a new chapter begins, marked by: ""EX and POET fall into inky abyss; screen blacks out. Entering the deep unconscious."". The narrative takes a turn with the Descent Initiated, leading to a sense of "": You_Falling"". Through it all, I am becoming You_Falling (Engaging EX)."
P039,video,MARKOV_POET_00/thumbnails/20250719_075124_d5abc940_720p_9s_silent_pov_shot_through_a_glitching_filter_of_p.jpg,MARKOV_POET_00/videos/20250719_075124_d5abc940_720p_9s_silent_pov_shot_through_a_glitching_filter_of_p.mp4,"09 YET, HEARD",rooftop steam leap,MARKOV_POET_00,P039 · 720p 5s,"POV shot through a glitching filter of POET in Inky Abyss - EX and POET fall into inky abyss; screen blacks out. Entering the deep unconscious.. Focus on the visual impact of: Descent Initiated. The scene's ambiance is Vibrant, kaleidoscopic light with a Psychedelic, abstract style. Use Camera dollies forward, framed as in a symmetrical layout, aspect ratio 9:16. Add flavor:"
P040,video,MARKOV_POET_00/thumbnails/20250719_075431_8e5ebf2d_720p_5s_silent_id_poet_type_character_name_poet_traits.jpg,MARKOV_POET_00/videos/20250719_075431_8e5ebf2d_720p_5s_silent_id_poet_type_character_name_poet_traits.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P040 · 720p 5s,"[
  {
    ""id"": ""POET"",
    ""type"": ""Character"",
    ""name"": ""POET"",
    ""traits"": [
      ""Protagonist"",
      ""Ego-Proxy"",
      ""Transformer"",
      ""Creator"",
      ""Observer""
    ]
  },
  {
    ""id"": ""EX"",
    ""type"": ""Character"",
    ""name"": ""EX"",
    ""traits"": [
      ""Antagonist-or-Catalyst"",
      ""Unreachable"",
      ""Elusive"",
      ""Shadow-Projection"",
      ""Past-Attachment""
    ]
  },
  {
    ""id"": ""INKY_ABYSS"",
    ""type"": ""Location"",
    ""name"": ""Inky Abyss"",
    ""traits"": [
      ""Profound-Void"",
      ""Unconscious-Descent"",
      ""No-Place""
    ],
    ""fixed_position"": [
      0.5,
      0.1
    ]
  }
]"
P041,video,MARKOV_POET_00/thumbnails/20250719_081127_d1dfc1d0_720p_9s_silent_here_in_inky_abyss_a_new_chapter_begins.jpg,MARKOV_POET_00/videos/20250719_081127_d1dfc1d0_720p_9s_silent_here_in_inky_abyss_a_new_chapter_begins.mp4,"09 YET, HEARD",rooftop steam alley,MARKOV_POET_00,P041 · 720p 5s,"Here in Inky Abyss, a new chapter begins, marked by: ""EX and POET fall into inky abyss; screen blacks out. Entering the deep unconscious."". The narrative takes a turn with the Descent Initiated, leading to a sense of "": You_Falling"". Through it all, I am becoming You_Falling (Engaging EX)."
P042,video,MARKOV_POET_00/thumbnails/20250719_081608_3af36c41_720p_28s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250719_081608_3af36c41_720p_28s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P042 · 720p 5s,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },"
P043,video,MARKOV_POET_00/thumbnails/20250719_081727_eb298ed7_720p_13s_silent_here_in_inky_abyss_a_new_chapter_begins.jpg,MARKOV_POET_00/videos/20250719_081727_eb298ed7_720p_13s_silent_here_in_inky_abyss_a_new_chapter_begins.mp4,"09 YET, HEARD",rooftop steam alley,MARKOV_POET_00,P043 · 720p 5s,"Here in Inky Abyss, a new chapter begins, marked by: ""EX and POET fall into inky abyss; screen blacks out. Entering the deep unconscious."". The narrative takes a turn with the Descent Initiated, leading to a sense of "": You_Falling"". Through it all, I am becoming You_Falling (Engaging EX)."
P044,video,MARKOV_POET_00/thumbnails/20250719_082558_af9410b7_720p_17s_silent_here_in_inky_abyss_a_new_chapter_begins.jpg,MARKOV_POET_00/videos/20250719_082558_af9410b7_720p_17s_silent_here_in_inky_abyss_a_new_chapter_begins.mp4,"09 YET, HEARD",rooftop steam alley,MARKOV_POET_00,P044 · 720p 5s,here in inky abyss
P045,video,MARKOV_POET_00/thumbnails/20250719_083133_cc6917c6_720p_17s_silent_here_in_inky_abyss_a_new_chapter_begins.jpg,MARKOV_POET_00/videos/20250719_083133_cc6917c6_720p_17s_silent_here_in_inky_abyss_a_new_chapter_begins.mp4,"09 YET, HEARD",rooftop steam alley,MARKOV_POET_00,P045 · 720p 5s,here in inky abyss
P046,video,MARKOV_POET_00/thumbnails/20250719_083455_6e80b1bd_720p_25s_silent_here_in_inky_abyss_a_new_chapter_begins.jpg,MARKOV_POET_00/videos/20250719_083455_6e80b1bd_720p_25s_silent_here_in_inky_abyss_a_new_chapter_begins.mp4,"09 YET, HEARD",rooftop steam alley,MARKOV_POET_00,P046 · 720p 5s,here in inky abyss
P047,video,MARKOV_POET_00/thumbnails/20250719_085121_c81cb1b0_720p_26s_silent_my_journey_brings_me_to_dim_bedroom_as_e.jpg,MARKOV_POET_00/videos/20250719_085121_c81cb1b0_720p_26s_silent_my_journey_brings_me_to_dim_bedroom_as_e.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P047 · 720p 5s,"My journey brings me to Dim Bedroom, as ""External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger."" unfolds before me. I am undergoing a Subjective Frame Recalibration, as aspects of myself : Disoriented. Through it all, I am becoming You_Falling (Engaging EX)."
P048,video,MARKOV_POET_00/thumbnails/20250719_093642_84592d51_1080p_5s_silent_should_feel_more_abstact_this_is_pre_fil.jpg,MARKOV_POET_00/videos/20250719_093642_84592d51_1080p_5s_silent_should_feel_more_abstact_this_is_pre_fil.mp4,04 NEVERMORE,poems title card,MARKOV_POET_00,P048 · 1080p 5s,should feel more abstact this is pre film.  think of this like art film like saul bass and john whitney would make
P049,video,MARKOV_POET_00/thumbnails/20250719_093818_9d16432c_720p_5s_silent_more_minimal_and_abstract_with_neon_touc.jpg,MARKOV_POET_00/videos/20250719_093818_9d16432c_720p_5s_silent_more_minimal_and_abstract_with_neon_touc.mp4,04 NEVERMORE,poems title card,MARKOV_POET_00,P049 · 720p 5s,more minimal and abstract with neon touches more grit and grain
P050,video,MARKOV_POET_00/thumbnails/20250719_093950_e3e52e35_720p_5s_silent_more_minimal_and_abstract_with_neon_touc.jpg,MARKOV_POET_00/videos/20250719_093950_e3e52e35_720p_5s_silent_more_minimal_and_abstract_with_neon_touc.mp4,04 NEVERMORE,poems title card,MARKOV_POET_00,P050 · 720p 5s,more minimal and abstract with neon touches more grit and grain
P051,video,MARKOV_POET_00/thumbnails/20250719_094807_a11b84af_720p_9s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250719_094807_a11b84af_720p_9s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P051 · 720p 5s,(no prompt recorded — the stem is all there is: 20250719_094807_a11b84af_720p_9s_silent_interpolated_sequence)
P052,video,MARKOV_POET_00/thumbnails/20250719_095318_b072cfc2_720p_13s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250719_095318_b072cfc2_720p_13s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P052 · 720p 5s,(no prompt recorded — the stem is all there is: 20250719_095318_b072cfc2_720p_13s_silent_interpolated_sequence)
P053,video,MARKOV_POET_00/thumbnails/20250719_095736_8478f997_720p_9s_silent_more_minimal_and_abstract_with_neon_touc.jpg,MARKOV_POET_00/videos/20250719_095736_8478f997_720p_9s_silent_more_minimal_and_abstract_with_neon_touc.mp4,04 NEVERMORE,poems title card,MARKOV_POET_00,P053 · 720p 5s,more minimal and
P054,video,MARKOV_POET_00/thumbnails/20250719_100245_173e50a6_720p_22s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250719_100245_173e50a6_720p_22s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P054 · 720p 5s,"""full_prompt"": ""DS · Mood Environment Stabilizer · A dimly lit plain bedroom in a high-rise apartment · Photo-realistic, minimalist bedroom, urban high-rise window, blue-grey dim lighting, subtle dust motes in air.""
        },
    {

          ""full_prompt"": ""CS · Causal Motion Trigger · POET, wearing a black t-shirt, reads a poem aloud · Photo-realistic, medium shot, soft internal light on POET (black t-shirt), face focused, expressive reading.""
        },
    {
      
          ""full_prompt"": ""CS · Causal Motion Trigger · EX, back turned, vapes on a fire escape outside a bedroom window · Photo-realistic, wide shot, EX (back to camera, never showing face), vape cloud, gritty fire escape, high-rise window frame, urban backdrop.""
        },"
P055,video,MARKOV_POET_00/thumbnails/20250719_101013_706766af_720p_39s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250719_101013_706766af_720p_39s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,bedroom fog gesture,MARKOV_POET_00,P055 · 720p 5s,(no prompt recorded — the stem is all there is: 20250719_101013_706766af_720p_39s_silent_interpolated_sequence)
P056,video,MARKOV_POET_00/thumbnails/20250719_102441_46782136_720p_31s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250719_102441_46782136_720p_31s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P056 · 720p 5s,"My journey brings me to Dim Bedroom, as ""External chaos and blurring vision; EX recedes. Forces the 'LEAVE' trigger."" unfolds before me. I am undergoing a Subjective Frame Recalibration, as aspects of myself : Disoriented. Through it all, I am becoming You_Falling (Engaging EX)."
P057,video,MARKOV_POET_00/thumbnails/20250719_102735_6a9fa071_720p_33s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250719_102735_6a9fa071_720p_33s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P057 · 720p 5s,(no prompt recorded — the stem is all there is: 20250719_102735_6a9fa071_720p_33s_silent_interpolated_sequence)
P058,video,MARKOV_POET_00/thumbnails/20250721_132132_5880d3a4_720p_5s_silent_interpolated_sequence.jpg,MARKOV_POET_00/videos/20250721_132132_5880d3a4_720p_5s_silent_interpolated_sequence.mp4,01 OUT OF LIFE,poet dim bedroom,MARKOV_POET_00,P058 · 720p 5s,(no prompt recorded — the stem is all there is: 20250721_132132_5880d3a4_720p_5s_silent_interpolated_sequence)
P001_a-person_0,image,cut/out/thumbs/P001_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P001_a-person_0,"""a person"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_a-human-face_0,image,cut/out/thumbs/P001_a-human-face_0.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P001_a-human-face_0,"""a human face"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_a-person-in-mid-air_0,image,cut/out/thumbs/P001_a-person-in-mid-air_0.webp,,01 OUT OF LIFE,a person in mid-air,archive · cut-outs,P001_a-person-in-mid-air_0,"""a person in mid-air"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_a-window_0,image,cut/out/thumbs/P001_a-window_0.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P001_a-window_0,"""a window"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_a-window_1,image,cut/out/thumbs/P001_a-window_1.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P001_a-window_1,"""a window"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_a-window_2,image,cut/out/thumbs/P001_a-window_2.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P001_a-window_2,"""a window"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_a-light_25,image,cut/out/thumbs/P001_a-light_25.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P001_a-light_25,"""a light"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_a-lamp_0,image,cut/out/thumbs/P001_a-lamp_0.webp,,01 OUT OF LIFE,a lamp,archive · cut-outs,P001_a-lamp_0,"""a lamp"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_a-wall_0,image,cut/out/thumbs/P001_a-wall_0.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P001_a-wall_0,"""a wall"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_a-wall_1,image,cut/out/thumbs/P001_a-wall_1.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P001_a-wall_1,"""a wall"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_a-wall_2,image,cut/out/thumbs/P001_a-wall_2.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P001_a-wall_2,"""a wall"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_a-bed_0,image,cut/out/thumbs/P001_a-bed_0.webp,,01 OUT OF LIFE,a bed,archive · cut-outs,P001_a-bed_0,"""a bed"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_a-road_0,image,cut/out/thumbs/P001_a-road_0.webp,,01 OUT OF LIFE,a road,archive · cut-outs,P001_a-road_0,"""a road"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_the-sky_0,image,cut/out/thumbs/P001_the-sky_0.webp,,01 OUT OF LIFE,the sky,archive · cut-outs,P001_the-sky_0,"""the sky"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P001_water_0,image,cut/out/thumbs/P001_water_0.webp,,01 OUT OF LIFE,water,archive · cut-outs,P001_water_0,"""water"" — cut from P001. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P002_a-person_0,image,cut/out/thumbs/P002_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P002_a-person_0,"""a person"" — cut from P002. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P002_a-human-face_0,image,cut/out/thumbs/P002_a-human-face_0.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P002_a-human-face_0,"""a human face"" — cut from P002. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P002_a-window_0,image,cut/out/thumbs/P002_a-window_0.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P002_a-window_0,"""a window"" — cut from P002. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P002_a-light_19,image,cut/out/thumbs/P002_a-light_19.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P002_a-light_19,"""a light"" — cut from P002. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P002_a-lamp_0,image,cut/out/thumbs/P002_a-lamp_0.webp,,01 OUT OF LIFE,a lamp,archive · cut-outs,P002_a-lamp_0,"""a lamp"" — cut from P002. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P002_a-wall_0,image,cut/out/thumbs/P002_a-wall_0.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P002_a-wall_0,"""a wall"" — cut from P002. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
